qid,type,question,expected_points,source_document,gemini_score,gemini_citations,deepknown_score,deepknown_citations
G-152,simple,潮州市声环境功能区划中的‘交通干线边界’分别如何确定：有无人行道的市政道路、高架道路、公路和铁路各取哪条边界线？,潮州市生态环境局关于对《潮州市声环境功能区划分方案》的补充说明 | 一、“交通干线边界”是指城市交通干线中各级市政道路与人行道的交界线，无人行道的高架道路地面投影边界，各级公路的边界线，铁路交通用地边界线,潮州市生态环境局关于对《潮州市声环境功能区划分方案》的补充说明,1.0,9,1.0,潮州市生态环境局关于对《潮州市声环境功能区划分方案》的补充说明
G-153,complex,复盘河源市基础设施供给侧改革目标时，行政村自来水覆盖率和农村自来水普及率分别要求达到多少？,河源市人民政府关于印发河源市推进基础设施供给侧结构性改革实施方案的通知 | 1. 实现行政村自来水覆盖率：90%；2. 农村自来水普及率：85%,河源市人民政府关于印发河源市推进基础设施供给侧结构性改革实施方案的通知,1.0,3,0.5,印发河源市村村通自来水工程建设方案的通知 | 河源市人民政府关于印发河源市推进基础设施供给侧结构性改革实施方案的通知 | 河源市人民政府办公室关于印发河源市城乡环境卫生整洁行动实施方案（2015—2020年）的通知
G-156,complex,韶关市2024年度水利水电职称有效材料从本级评审年度几月起算，截止到申报高一级职称年度几月？,关于做好韶关市2024年度水利水电专业技术职称评审（初、中级）工作的通知 | 1. 有效材料时段的起算时间为本级职称评审年度：9月；2. 截止时间为申报高一级职称评审年度：12月,关于做好韶关市2024年度水利水电专业技术职称评审（初、中级）工作的通知,1.0,10,1.0,关于做好韶关市2024年度水利水电专业技术职称评审（初、中级）工作的通知
G-157,simple,我们在规划和平县义务教育学校布局，服务半径中学和小学分别按多少测算，需要核实。,《和平县义务教育发展专项行动方案》｜县城学校服务半径按中学2公里、小学1.5公里测算，覆盖率为100%,和平县人民政府关于印发关于和平县义务教育发展专项行动方案（2021-2025年）的通知,1.0,5,1.0,和平县人民政府关于印发关于和平县义务教育发展专项行动方案（2021-2025年）的通知 | 和平县人民政府办公室关于印发和平县农村小规模学校优化提升工作方案的通知
G-158,simple,潮州市义务教育学校能否选用境外教材；普通高中确需选用时应按什么规定办理？,潮州市教育局关于印发《潮州市中小学教材选用管理办法》的通知 | 义务教育学校不得选用境外教材，普通高中一般不得选用境外教材，确需选用的，按照《广东省中小学校选用境外教材管理的实施细则（试行）》和国家有关政策执行,潮州市教育局关于印发《潮州市中小学教材选用管理办法》的通知,1.0,4,1.0,潮州市教育局关于印发《潮州市中小学教材选用管理办法》的通知
G-161,simple,我们在经办国家康居示范工程申报，有房企问对企业资质和项目规模有什么要求、负债率和小区用地门槛是多少，需要核实答复。,《国家康居示范工程管理办法》｜申报企业现有资产负债率不得高于60%；住宅小区用地规模大中城市不宜小于8公顷、小城市不宜小于6公顷、小城镇不宜小于3公顷,建设部关于印发《国家康居示范工程管理办法》的通知,1.0,15,1.0,建设部关于印发《国家康居示范工程管理办法》的通知 | 建设部关于印发《国家康居示范工程实施大纲》的通知
G-162,unanswerable,广东省2027年度高新技术企业奖补金额尚未公布，申报咨询时能否承诺具体补助数额？,无业务来源 | 库内无答案：截至2026-08-06没有能够证明“2027年度高新技术企业奖补金额”已正式公布的材料，应明确拒绝编造并建议查询主管部门最新公开信息。,,1.0,7,1.0,广州市科学技术局 广州市财政局 国家税务总局广州市税务局关于组织开展广州市2026年高新技术企业认定工作的通知 | 广州市财政局关于政协十四届 广州市委员会第四次会议第4034号提案答复的函 | 关于2017年广东省高新技术企业培育库拟入库企业（第一批）项目计划的公示 | 关于印发《高新技术企业培育资金管理办法》（试行）的通知（粤财工〔2015〕242号）
G-164,simple,我们在审核东莞万江产业高质量发展奖励资金申报，有企业问哪些违规情形会被一票否决，需要核实不予奖励情形答复。,《万江街道扶持产业高质量发展奖励资金申报》｜不予奖励情形：企业被列入失信被执行人黑榜；单次处罚罚款没收合计10万元及以上等,关于受理2024年度万江街道扶持产业高质量发展奖励资金申报的通知,1.0,4,1.0,关于受理2024年度万江街道扶持产业高质量发展奖励资金申报的通知
G-166,complex,我们在经办工业产品生产许可和行政审批事项调整，需要核实质检总局和广州两地时限。质检总局自受理申请之日起多少日内作出是否准予许可的决定？广州的行政审批、备案事项需调整的，应在职能调整文件公布之日起多少个工作日内提出申请？,"质检总局《深化工业产品生产许可证制度改革优化许可审批流程》(40927199)：自受理企业申请之日起30日内作出是否准予许可或不予许可的决定；企业同单元产品6个月内接受省级及以上质量监督抽查合格的，申请到期延续时可免发证检验
广州《行政审批备案事项动态调整办法》(40857099，2015年印发)：行政审批、备案事项需调整的，应在法律法规规章或机构编制管理部门职能调整文件公布之日起20个工作日内向市机构编制管理部门提出书面动态调整申请；审核确认意见经审定之日起10个工作日内调整实施
推导：工业产品生产许可质检总局30日内决定，广州审批备案事项调整须职能文件公布后20个工作日内申请、审定后10个工作日内实施",质检总局关于深化工业产品生产生产许可证制度改革优化许可审批流程有关工作的通知;广州市行政审批备案事项动态调整办法,1.0,3,1.0,质检总局关于深化工业产品生产生产许可证制度改革优化许可审批流程有关工作的通知 | 广州市行政审批备案事项动态调整办法
G-168,complex,梅州城区居民管道燃气价格联动上调时，单次涨幅不得超过第一档销售价的多少，同时每立方米最多上调多少元？,梅州市发展和改革局关于调整梅州城区管道燃气居民生活用气阶梯气量及完善燃气购销价格联动机制的通知 | 1. 每次上调幅度不超过居民第一档销售价格：10%；2. 不超过每立方米：0.5元,梅州市发展和改革局关于调整梅州城区管道燃气居民生活用气阶梯气量及完善燃气购销价格联动机制的通知,1.0,4,1.0,梅州市发展和改革局关于调整梅州城区管道燃气居民生活用气阶梯气量及完善燃气购销价格联动机制的通知
G-169,complex,复盘福建省义务教育均衡发展督导整改投入时，新增体育场馆面积和新增仪器设备金额分别是多少？,国家教育督导检查组对福建省义务教育均衡发展督导检查反馈意见 | 1. 新增体育场馆面积：169.5万平方米；2. 新增仪器设备：13亿元,国家教育督导检查组对福建省义务教育均衡发展督导检查反馈意见,1.0,14,1.0,国家教育督导检查组对福建省义务教育均衡发展督导检查反馈意见
G-170,partial,湛江市夫妻双方缴存公积金时每户最高贷款额度是多少？某户申请当前是否获批，能否仅凭额度规则判断？,湛江市住房公积金管理委员会关于调整住房公积金个人住房贷款政策的通知 | 1. （二）双方缴存 按单方缴存计算的贷款额度相加，相加之和为双方缴存的最高贷款额度，但每户最高贷款额度不超过90万元；边界：库内材料只能确认上述制度事实，不能确认具体家庭贷款审批结果；额度上限不包含征信、房屋等个案审核结论。,湛江市住房公积金管理委员会关于调整住房公积金个人住房贷款政策的通知,0.6666666667,23,0.6667,湛江市住房公积金管理委员会关于提高住房公积金个人住房最高贷款额度的通知 | 湛江市住房公积金管理委员会关于调整住房公积金个人住房贷款政策的通知 | 湛江市住房公积金管理委员会关于调整住房公积金个人住房贷款额度有关问题的通知 | 湛江市住房公积金管理委员会关于印发《湛江市住房公积金管理委员会关于湛江市住房公积金个人住房贷款管理办法》的通知 | 建设部财政部中国人民银行关于住房公积金管理若干问题的指导
